timestep,reward
44,40.895
66044,40.577
132044,40.822
198044,40.461
264044,40.409
330044,41.021
396044,40.928
462044,40.146
528044,40.942
594044,40.901
660044,40.668
726044,41.208
792044,40.676
858044,41.646
924044,40.606
990044,41.194
1056044,41.52
1122044,41.248
1188044,41.294
1254044,41.369
1320044,41.012
1386044,40.832
1452044,40.389
1518044,41.468
1584044,41.573
1650044,40.707
1716044,41.733
1782044,41.316
1848044,40.878
1914044,40.704
1980044,41.118
2046044,41.709
2112044,41.195
2178044,41.879
2244044,41.369
2310044,41.452
2376044,41.631
2442044,41.259
2508044,41.537
2574044,41.077
2640044,40.811
2706044,41.269
2772044,41.967
2838044,41.172
2904044,41.779
2970044,41.19
3036044,41.262
3102044,41.767
3168044,41.03
3234044,42.154
3300044,41.309
3366044,41.143
3432044,41.645
3498044,41.15
3564044,41.093
3630044,41.68
3696044,41.424
3762044,41.703
3828044,41.838
3894044,41.233
3960044,41.788
4026044,41.453
4092044,41.428
4158044,41.66
4224044,41.198
4290044,41.453
4356044,41.621
4422044,41.682
4488044,41.121
4554044,41.679
4620044,41.157
4686044,42.819
4752044,42.211
4818044,41.391
4884044,41.181
4950044,41.068
5016044,42.205
5082044,41.437
5148044,41.948
5214044,41.367
5280044,41.192
5346044,40.505
5412044,41.336
5478044,41.764
5544044,41.016
5610044,41.811
5676044,42.031
5742044,41.173
5808044,41.835
5874044,41.189
5940044,41.312
6006044,41.325
6072044,41.468
6138044,41.652
6204044,41.772
6270044,41.383
6336044,41.063
6402044,41.755
6468044,41.352
6534044,41.774
