timestep,reward
44,40.895
66044,40.434
132044,41.129
198044,40.839
264044,40.525
330044,40.937
396044,41.039
462044,40.196
528044,41.111
594044,41.287
660044,40.909
726044,40.919
792044,40.73
858044,41.511
924044,41.165
990044,41.503
1056044,41.544
1122044,41.32
1188044,41.17
1254044,41.166
1320044,41.065
1386044,40.969
1452044,40.407
1518044,41.513
1584044,41.262
1650044,40.732
1716044,41.759
1782044,41.849
1848044,41.242
1914044,40.802
1980044,41.081
2046044,41.974
2112044,41.715
2178044,41.741
2244044,41.337
2310044,41.64
2376044,41.872
2442044,41.432
2508044,41.58
2574044,41.211
2640044,41.39
2706044,41.681
2772044,42.041
2838044,41.886
2904044,41.548
2970044,41.432
3036044,41.499
3102044,41.857
3168044,41.015
3234044,41.149
3300044,41.651
3366044,41.5
3432044,41.855
3498044,41.606
3564044,41.689
3630044,42.055
3696044,41.872
3762044,41.642
3828044,41.547
3894044,41.679
3960044,41.946
4026044,41.556
4092044,41.161
4158044,41.642
4224044,41.347
4290044,41.443
4356044,41.663
4422044,41.852
4488044,41.266
4554044,41.78
4620044,41.829
4686044,42.695
4752044,42.225
4818044,41.911
4884044,41.582
4950044,41.807
5016044,42.02
5082044,41.14
5148044,41.766
5214044,41.599
5280044,41.845
5346044,41.013
5412044,42.417
5478044,41.572
5544044,41.646
5610044,42.055
5676044,42.335
5742044,41.082
5808044,42.078
5874044,41.601
5940044,41.102
6006044,41.446
6072044,41.801
6138044,41.998
6204044,42.268
6270044,41.943
6336044,41.766
6402044,41.547
6468044,42.05
6534044,42.055
