timestep,reward
44,40.672
66044,41.071
132044,41.164
198044,40.797
264044,40.622
330044,41.644
396044,41.31
462044,40.639
528044,41.279
594044,41.609
660044,41.749
726044,41.649
792044,41.38
858044,42.013
924044,41.549
990044,42.155
1056044,42.168
1122044,41.826
1188044,41.692
1254044,41.769
1320044,41.283
1386044,41.574
1452044,41.041
1518044,42.058
1584044,41.963
1650044,41.445
1716044,42.455
1782044,41.953
1848044,41.701
1914044,41.256
1980044,42.147
2046044,42.505
2112044,41.944
2178044,42.658
2244044,41.738
2310044,42.206
2376044,42.444
2442044,41.708
2508044,42.109
2574044,42.121
2640044,42.019
2706044,42.007
2772044,42.586
2838044,42.065
2904044,42.287
2970044,42.029
3036044,41.74
3102044,42.521
3168044,41.683
3234044,42.487
3300044,42.048
3366044,41.538
3432044,41.53
3498044,41.716
3564044,41.431
3630044,42.258
3696044,42.205
3762044,42.314
3828044,42.176
3894044,42.03
3960044,41.969
4026044,41.988
4092044,41.971
4158044,41.801
4224044,41.805
4290044,42.269
4356044,42.108
4422044,42.481
4488044,41.328
4554044,41.94
4620044,41.563
4686044,43.076
4752044,42.626
4818044,41.751
4884044,41.628
4950044,41.211
5016044,42.162
5082044,41.502
5148044,42.139
5214044,41.411
5280044,41.366
5346044,41.165
5412044,41.478
5478044,41.413
5544044,41.294
5610044,42.285
5676044,42.463
5742044,41.355
5808044,41.777
5874044,41.315
5940044,41.421
6006044,41.696
6072044,41.656
6138044,41.904
6204044,41.754
6270044,41.651
6336044,41.785
6402044,41.478
6468044,41.434
6534044,41.977
