timestep,reward
44,0.526
66044,0.499
132044,0.533
198044,0.514
264044,0.488
330044,0.54
396044,0.53
462044,0.504
528044,0.521
594044,0.512
660044,0.539
726044,0.516
792044,0.53
858044,0.528
924044,0.545
990044,0.56
1056044,0.54
1122044,0.532
1188044,0.537
1254044,0.543
1320044,0.5
1386044,0.549
1452044,0.513
1518044,0.537
1584044,0.526
1650044,0.497
1716044,0.557
1782044,0.542
1848044,0.534
1914044,0.524
1980044,0.54
2046044,0.556
2112044,0.534
2178044,0.546
2244044,0.529
2310044,0.553
2376044,0.535
2442044,0.547
2508044,0.552
2574044,0.525
2640044,0.531
2706044,0.55
2772044,0.556
2838044,0.552
2904044,0.553
2970044,0.534
3036044,0.549
3102044,0.558
3168044,0.536
3234044,0.529
3300044,0.543
3366044,0.537
3432044,0.535
3498044,0.551
3564044,0.547
3630044,0.542
3696044,0.553
3762044,0.577
3828044,0.557
3894044,0.537
3960044,0.561
4026044,0.546
4092044,0.498
4158044,0.543
4224044,0.541
4290044,0.547
4356044,0.531
4422044,0.536
4488044,0.55
4554044,0.546
4620044,0.536
4686044,0.558
4752044,0.552
4818044,0.554
4884044,0.534
4950044,0.516
5016044,0.565
5082044,0.528
5148044,0.572
5214044,0.532
5280044,0.583
5346044,0.517
5412044,0.561
5478044,0.516
5544044,0.535
5610044,0.549
5676044,0.568
5742044,0.536
5808044,0.537
5874044,0.528
5940044,0.562
6006044,0.539
6072044,0.547
6138044,0.556
6204044,0.55
6270044,0.551
6336044,0.551
6402044,0.535
6468044,0.547
6534044,0.531
