timestep,reward
44,40.672
66044,40.813
132044,41.271
198044,40.655
264044,40.548
330044,40.956
396044,40.592
462044,40.228
528044,41.203
594044,41.257
660044,41.242
726044,40.918
792044,40.966
858044,41.134
924044,41.074
990044,41.528
1056044,41.556
1122044,41.517
1188044,41.268
1254044,41.434
1320044,41.28
1386044,40.783
1452044,40.321
1518044,41.337
1584044,41.343
1650044,41.142
1716044,41.652
1782044,41.425
1848044,41.053
1914044,40.856
1980044,41.534
2046044,42.203
2112044,41.132
2178044,41.968
2244044,41.107
2310044,41.584
2376044,41.273
2442044,41.109
2508044,41.063
2574044,41.457
2640044,40.806
2706044,41.283
2772044,42.144
2838044,41.451
2904044,41.522
2970044,41.5
3036044,41.325
3102044,42.024
3168044,41.179
3234044,41.024
3300044,41.17
3366044,41.024
3432044,40.757
3498044,41.39
3564044,40.968
3630044,41.456
3696044,41.468
3762044,41.734
3828044,41.583
3894044,41.519
3960044,41.739
4026044,41.082
4092044,40.791
4158044,41.551
4224044,41.223
4290044,41.604
4356044,41.174
4422044,41.563
4488044,41.01
4554044,41.43
4620044,40.861
4686044,42.047
4752044,41.85
4818044,41.203
4884044,41.059
4950044,40.988
5016044,41.472
5082044,40.955
5148044,41.378
5214044,41.118
5280044,41.346
5346044,40.686
5412044,41.633
5478044,41.059
5544044,40.877
5610044,42.031
5676044,41.473
5742044,40.954
5808044,41.416
5874044,41.458
5940044,41.172
6006044,41.401
6072044,41.562
6138044,41.167
6204044,41.716
6270044,41.464
6336044,40.879
6402044,40.899
6468044,41.197
6534044,41.591
