timestep,reward
44,0.52
66044,0.515
132044,0.524
198044,0.502
264044,0.491
330044,0.549
396044,0.525
462044,0.489
528044,0.531
594044,0.526
660044,0.522
726044,0.528
792044,0.528
858044,0.54
924044,0.542
990044,0.539
1056044,0.522
1122044,0.531
1188044,0.535
1254044,0.532
1320044,0.522
1386044,0.539
1452044,0.497
1518044,0.534
1584044,0.538
1650044,0.502
1716044,0.544
1782044,0.538
1848044,0.539
1914044,0.502
1980044,0.553
2046044,0.537
2112044,0.531
2178044,0.538
2244044,0.531
2310044,0.537
2376044,0.531
2442044,0.522
2508044,0.53
2574044,0.522
2640044,0.537
2706044,0.547
2772044,0.568
2838044,0.54
2904044,0.535
2970044,0.565
3036044,0.522
3102044,0.562
3168044,0.536
3234044,0.526
3300044,0.541
3366044,0.524
3432044,0.54
3498044,0.544
3564044,0.536
3630044,0.548
3696044,0.548
3762044,0.511
3828044,0.559
3894044,0.534
3960044,0.563
4026044,0.533
4092044,0.525
4158044,0.54
4224044,0.521
4290044,0.539
4356044,0.542
4422044,0.551
4488044,0.518
4554044,0.537
4620044,0.531
4686044,0.547
4752044,0.564
4818044,0.537
4884044,0.531
4950044,0.535
5016044,0.549
5082044,0.531
5148044,0.566
5214044,0.531
5280044,0.544
5346044,0.513
5412044,0.547
5478044,0.522
5544044,0.518
5610044,0.549
5676044,0.558
5742044,0.516
5808044,0.523
5874044,0.534
5940044,0.525
6006044,0.528
6072044,0.555
6138044,0.547
6204044,0.531
6270044,0.543
6336044,0.543
6402044,0.515
6468044,0.538
6534044,0.535
