timestep,reward
44,0.526
66044,0.527
132044,0.524
198044,0.529
264044,0.525
330044,0.536
396044,0.505
462044,0.508
528044,0.515
594044,0.537
660044,0.515
726044,0.516
792044,0.512
858044,0.543
924044,0.552
990044,0.537
1056044,0.541
1122044,0.54
1188044,0.531
1254044,0.547
1320044,0.528
1386044,0.538
1452044,0.525
1518044,0.525
1584044,0.547
1650044,0.508
1716044,0.559
1782044,0.544
1848044,0.536
1914044,0.524
1980044,0.543
2046044,0.554
2112044,0.536
2178044,0.542
2244044,0.526
2310044,0.537
2376044,0.535
2442044,0.527
2508044,0.538
2574044,0.525
2640044,0.541
2706044,0.545
2772044,0.545
2838044,0.54
2904044,0.57
2970044,0.534
3036044,0.554
3102044,0.532
3168044,0.532
3234044,0.536
3300044,0.533
3366044,0.533
3432044,0.546
3498044,0.522
3564044,0.507
3630044,0.547
3696044,0.546
3762044,0.556
3828044,0.551
3894044,0.543
3960044,0.567
4026044,0.569
4092044,0.529
4158044,0.526
4224044,0.541
4290044,0.524
4356044,0.536
4422044,0.53
4488044,0.545
4554044,0.541
4620044,0.53
4686044,0.549
4752044,0.57
4818044,0.542
4884044,0.533
4950044,0.511
5016044,0.548
5082044,0.539
5148044,0.556
5214044,0.516
5280044,0.525
5346044,0.531
5412044,0.527
5478044,0.539
5544044,0.526
5610044,0.558
5676044,0.574
5742044,0.534
5808044,0.555
5874044,0.526
5940044,0.541
6006044,0.521
6072044,0.549
6138044,0.531
6204044,0.553
6270044,0.52
6336044,0.519
6402044,0.53
6468044,0.519
6534044,0.551
