timestep,reward
44,0.528
66044,0.51
132044,0.537
198044,0.506
264044,0.513
330044,0.567
396044,0.531
462044,0.507
528044,0.52
594044,0.556
660044,0.541
726044,0.525
792044,0.538
858044,0.526
924044,0.544
990044,0.549
1056044,0.525
1122044,0.534
1188044,0.532
1254044,0.547
1320044,0.531
1386044,0.539
1452044,0.521
1518044,0.545
1584044,0.542
1650044,0.531
1716044,0.538
1782044,0.551
1848044,0.536
1914044,0.521
1980044,0.543
2046044,0.545
2112044,0.557
2178044,0.573
2244044,0.543
2310044,0.562
2376044,0.557
2442044,0.551
2508044,0.53
2574044,0.505
2640044,0.543
2706044,0.557
2772044,0.561
2838044,0.536
2904044,0.58
2970044,0.551
3036044,0.54
3102044,0.566
3168044,0.542
3234044,0.547
3300044,0.553
3366044,0.545
3432044,0.546
3498044,0.533
3564044,0.552
3630044,0.546
3696044,0.541
3762044,0.549
3828044,0.531
3894044,0.536
3960044,0.575
4026044,0.551
4092044,0.527
4158044,0.552
4224044,0.524
4290044,0.56
4356044,0.521
4422044,0.538
4488044,0.55
4554044,0.542
4620044,0.548
4686044,0.578
4752044,0.583
4818044,0.557
4884044,0.548
4950044,0.542
5016044,0.556
5082044,0.54
5148044,0.587
5214044,0.53
5280044,0.545
5346044,0.527
5412044,0.571
5478044,0.531
5544044,0.533
5610044,0.556
5676044,0.563
5742044,0.523
5808044,0.529
5874044,0.534
5940044,0.528
6006044,0.523
6072044,0.54
6138044,0.526
6204044,0.558
6270044,0.545
6336044,0.537
6402044,0.531
6468044,0.532
6534044,0.56
