timestep,reward
44,0.522
66044,0.517
132044,0.52
198044,0.519
264044,0.503
330044,0.558
396044,0.518
462044,0.504
528044,0.54
594044,0.526
660044,0.528
726044,0.524
792044,0.523
858044,0.536
924044,0.541
990044,0.541
1056044,0.534
1122044,0.518
1188044,0.545
1254044,0.521
1320044,0.509
1386044,0.539
1452044,0.497
1518044,0.532
1584044,0.525
1650044,0.535
1716044,0.543
1782044,0.52
1848044,0.537
1914044,0.514
1980044,0.55
2046044,0.536
2112044,0.53
2178044,0.552
2244044,0.524
2310044,0.542
2376044,0.53
2442044,0.533
2508044,0.54
2574044,0.527
2640044,0.551
2706044,0.521
2772044,0.571
2838044,0.53
2904044,0.525
2970044,0.542
3036044,0.514
3102044,0.554
3168044,0.531
3234044,0.533
3300044,0.52
3366044,0.53
3432044,0.528
3498044,0.527
3564044,0.526
3630044,0.529
3696044,0.536
3762044,0.547
3828044,0.536
3894044,0.561
3960044,0.55
4026044,0.539
4092044,0.512
4158044,0.529
4224044,0.531
4290044,0.543
4356044,0.539
4422044,0.544
4488044,0.531
4554044,0.558
4620044,0.521
4686044,0.549
4752044,0.566
4818044,0.54
4884044,0.532
4950044,0.539
5016044,0.549
5082044,0.502
5148044,0.563
5214044,0.524
5280044,0.554
5346044,0.522
5412044,0.554
5478044,0.53
5544044,0.53
5610044,0.563
5676044,0.551
5742044,0.522
5808044,0.538
5874044,0.533
5940044,0.535
6006044,0.534
6072044,0.541
6138044,0.543
6204044,0.53
6270044,0.563
6336044,0.54
6402044,0.535
6468044,0.546
6534044,0.549
