timestep,reward
44,41.014
66044,40.331
132044,41.212
198044,41.072
264044,40.713
330044,41.189
396044,41.133
462044,40.39
528044,41.287
594044,41.371
660044,41.14
726044,41.339
792044,41.269
858044,41.574
924044,41.82
990044,41.852
1056044,41.908
1122044,41.359
1188044,41.706
1254044,41.579
1320044,41.45
1386044,41.53
1452044,40.754
1518044,42.043
1584044,41.414
1650044,41.211
1716044,41.991
1782044,42.018
1848044,42.063
1914044,41.257
1980044,42.161
2046044,41.989
2112044,41.636
2178044,42.1
2244044,41.88
2310044,41.809
2376044,41.431
2442044,42.207
2508044,41.983
2574044,41.617
2640044,41.952
2706044,42.204
2772044,42.657
2838044,42.154
2904044,42.27
2970044,42.045
3036044,41.568
3102044,42.493
3168044,41.641
3234044,42.115
3300044,42.161
3366044,42.133
3432044,41.517
3498044,42.074
3564044,41.85
3630044,42.033
3696044,42.139
3762044,42.112
3828044,42.098
3894044,41.9
3960044,41.947
4026044,42.038
4092044,41.705
4158044,41.454
4224044,41.793
4290044,41.884
4356044,41.932
4422044,42.251
4488044,41.571
4554044,42.361
4620044,41.524
4686044,42.885
4752044,43.058
4818044,41.776
4884044,41.926
4950044,41.64
5016044,42.445
5082044,41.822
5148044,41.903
5214044,41.711
5280044,42.44
5346044,41.382
5412044,42.163
5478044,41.911
5544044,41.598
5610044,42.308
5676044,42.655
5742044,41.831
5808044,42.182
5874044,41.815
5940044,42.125
6006044,42.135
6072044,42.003
6138044,42.286
6204044,42.105
6270044,41.801
6336044,41.966
6402044,41.933
6468044,42.772
6534044,42.394
