timestep,reward
44,40.672
66044,41.343
132044,41.156
198044,40.805
264044,40.931
330044,41.1
396044,41.483
462044,40.839
528044,41.465
594044,41.347
660044,41.725
726044,41.319
792044,41.64
858044,41.699
924044,41.718
990044,41.682
1056044,41.317
1122044,41.273
1188044,41.765
1254044,40.932
1320044,41.223
1386044,41.401
1452044,40.764
1518044,41.909
1584044,41.465
1650044,41.048
1716044,42.589
1782044,42.093
1848044,41.381
1914044,41.291
1980044,42.054
2046044,42.437
2112044,42.182
2178044,42.34
2244044,41.984
2310044,41.959
2376044,41.936
2442044,42.485
2508044,41.919
2574044,41.883
2640044,42.044
2706044,42.149
2772044,43.032
2838044,42.226
2904044,42.002
2970044,42.351
3036044,42.202
3102044,42.744
3168044,41.986
3234044,41.94
3300044,42.195
3366044,42.076
3432044,41.406
3498044,42.198
3564044,42.134
3630044,42.337
3696044,42.845
3762044,42.209
3828044,42.295
3894044,42.262
3960044,42.638
4026044,42.335
4092044,41.698
4158044,42.012
4224044,41.597
4290044,42.354
4356044,42.787
4422044,43.164
4488044,41.77
4554044,42.102
4620044,42.108
4686044,43.071
4752044,43.031
4818044,42.384
4884044,41.707
4950044,41.799
5016044,42.165
5082044,42.411
5148044,43.09
5214044,42.49
5280044,42.621
5346044,41.493
5412044,42.566
5478044,42.314
5544044,41.882
5610044,42.802
5676044,42.87
5742044,42.323
5808044,42.041
5874044,42.515
5940044,42.217
6006044,42.686
6072044,42.337
6138044,42.737
6204044,42.631
6270044,42.265
6336044,42.083
6402044,42.235
6468044,42.591
6534044,42.623
