timestep,reward
44,40.895
66044,40.544
132044,40.771
198044,40.538
264044,40.059
330044,40.888
396044,41.014
462044,40.011
528044,41.087
594044,41.156
660044,40.716
726044,40.641
792044,40.705
858044,41.557
924044,41.263
990044,41.102
1056044,41.689
1122044,41.315
1188044,41.152
1254044,41.191
1320044,40.789
1386044,41.003
1452044,40.483
1518044,41.549
1584044,41.064
1650044,40.886
1716044,41.79
1782044,41.692
1848044,40.878
1914044,41.074
1980044,41.557
2046044,41.747
2112044,41.294
2178044,41.912
2244044,41.752
2310044,41.7
2376044,41.76
2442044,41.508
2508044,41.279
2574044,41.647
2640044,41.441
2706044,41.25
2772044,42.175
2838044,41.683
2904044,41.518
2970044,41.77
3036044,41.561
3102044,42.219
3168044,41.414
3234044,41.642
3300044,41.705
3366044,41.171
3432044,41.36
3498044,41.687
3564044,41.386
3630044,41.845
3696044,42.193
3762044,41.926
3828044,41.93
3894044,41.746
3960044,41.925
4026044,41.553
4092044,41.178
4158044,41.573
4224044,41.309
4290044,41.905
4356044,41.955
4422044,42.295
4488044,41.575
4554044,42.481
4620044,41.398
4686044,42.984
4752044,42.716
4818044,41.921
4884044,41.428
4950044,41.543
5016044,42.171
5082044,41.648
5148044,41.835
5214044,42.326
5280044,41.551
5346044,41.276
5412044,41.932
5478044,41.518
5544044,41.304
5610044,42.243
5676044,42.327
5742044,41.844
5808044,42.043
5874044,41.725
5940044,41.734
6006044,41.8
6072044,42.086
6138044,42.445
6204044,41.911
6270044,41.791
6336044,41.789
6402044,41.783
6468044,42.669
6534044,41.874
