timestep,reward
44,0.535
66044,0.534
132044,0.546
198044,0.521
264044,0.511
330044,0.524
396044,0.522
462044,0.52
528044,0.528
594044,0.526
660044,0.515
726044,0.549
792044,0.521
858044,0.542
924044,0.523
990044,0.533
1056044,0.527
1122044,0.525
1188044,0.549
1254044,0.531
1320044,0.518
1386044,0.521
1452044,0.525
1518044,0.534
1584044,0.549
1650044,0.527
1716044,0.556
1782044,0.537
1848044,0.556
1914044,0.539
1980044,0.556
2046044,0.543
2112044,0.539
2178044,0.535
2244044,0.524
2310044,0.524
2376044,0.526
2442044,0.532
2508044,0.543
2574044,0.499
2640044,0.545
2706044,0.531
2772044,0.549
2838044,0.549
2904044,0.546
2970044,0.532
3036044,0.541
3102044,0.553
3168044,0.524
3234044,0.529
3300044,0.547
3366044,0.528
3432044,0.522
3498044,0.511
3564044,0.53
3630044,0.542
3696044,0.554
3762044,0.542
3828044,0.549
3894044,0.53
3960044,0.549
4026044,0.541
4092044,0.531
4158044,0.562
4224044,0.536
4290044,0.535
4356044,0.553
4422044,0.545
4488044,0.549
4554044,0.53
4620044,0.533
4686044,0.547
4752044,0.561
4818044,0.562
4884044,0.534
4950044,0.537
5016044,0.556
5082044,0.526
5148044,0.559
5214044,0.539
5280044,0.518
5346044,0.53
5412044,0.54
5478044,0.516
5544044,0.533
5610044,0.549
5676044,0.565
5742044,0.538
5808044,0.556
5874044,0.528
5940044,0.531
6006044,0.523
6072044,0.545
6138044,0.534
6204044,0.556
6270044,0.543
6336044,0.535
6402044,0.513
6468044,0.52
6534044,0.519
