timestep,reward
44,41.014
66044,40.774
132044,41.329
198044,40.495
264044,40.316
330044,40.84
396044,40.535
462044,40.066
528044,40.914
594044,40.974
660044,41.13
726044,40.917
792044,40.599
858044,41.143
924044,40.958
990044,41.006
1056044,41.177
1122044,41.237
1188044,41.311
1254044,40.766
1320044,40.915
1386044,40.782
1452044,40.53
1518044,41.224
1584044,40.833
1650044,40.764
1716044,41.932
1782044,41.441
1848044,41.215
1914044,40.809
1980044,41.112
2046044,41.63
2112044,41.228
2178044,41.821
2244044,41.798
2310044,41.439
2376044,41.504
2442044,41.832
2508044,41.745
2574044,41.234
2640044,41.604
2706044,41.658
2772044,42.216
2838044,41.995
2904044,41.78
2970044,41.457
3036044,41.426
3102044,42.35
3168044,41.246
3234044,41.8
3300044,41.758
3366044,41.512
3432044,41.368
3498044,41.615
3564044,41.371
3630044,41.943
3696044,41.631
3762044,42.121
3828044,41.956
3894044,41.525
3960044,42.115
4026044,42.079
4092044,41.197
4158044,41.729
4224044,41.436
4290044,41.894
4356044,41.543
4422044,42.038
4488044,41.296
4554044,42.117
4620044,41.621
4686044,42.15
4752044,42.726
4818044,41.844
4884044,41.738
4950044,41.533
5016044,42.108
5082044,41.368
5148044,42.366
5214044,41.508
5280044,42.2
5346044,41.164
5412044,42.256
5478044,42.15
5544044,41.053
5610044,41.956
5676044,42.152
5742044,41.603
5808044,41.62
5874044,41.756
5940044,41.96
6006044,41.66
6072044,41.587
6138044,41.985
6204044,41.835
6270044,41.627
6336044,41.303
6402044,41.497
6468044,41.979
6534044,42.646
