timestep,reward
44,0.528
66044,0.514
132044,0.532
198044,0.491
264044,0.516
330044,0.522
396044,0.513
462044,0.508
528044,0.517
594044,0.516
660044,0.53
726044,0.512
792044,0.531
858044,0.532
924044,0.534
990044,0.545
1056044,0.534
1122044,0.527
1188044,0.525
1254044,0.521
1320044,0.526
1386044,0.524
1452044,0.5
1518044,0.531
1584044,0.531
1650044,0.539
1716044,0.56
1782044,0.538
1848044,0.529
1914044,0.495
1980044,0.56
2046044,0.568
2112044,0.528
2178044,0.554
2244044,0.515
2310044,0.541
2376044,0.544
2442044,0.542
2508044,0.535
2574044,0.523
2640044,0.548
2706044,0.531
2772044,0.569
2838044,0.534
2904044,0.541
2970044,0.539
3036044,0.522
3102044,0.555
3168044,0.518
3234044,0.526
3300044,0.546
3366044,0.55
3432044,0.513
3498044,0.51
3564044,0.52
3630044,0.538
3696044,0.553
3762044,0.541
3828044,0.533
3894044,0.523
3960044,0.55
4026044,0.555
4092044,0.524
4158044,0.555
4224044,0.551
4290044,0.546
4356044,0.547
4422044,0.557
4488044,0.531
4554044,0.555
4620044,0.524
4686044,0.544
4752044,0.564
4818044,0.543
4884044,0.534
4950044,0.521
5016044,0.555
5082044,0.536
5148044,0.574
5214044,0.517
5280044,0.527
5346044,0.538
5412044,0.544
5478044,0.535
5544044,0.512
5610044,0.557
5676044,0.575
5742044,0.53
5808044,0.534
5874044,0.525
5940044,0.531
6006044,0.536
6072044,0.538
6138044,0.567
6204044,0.555
6270044,0.567
6336044,0.535
6402044,0.52
6468044,0.531
6534044,0.546
