timestep,reward
44,41.014
66044,40.934
132044,41.2
198044,40.424
264044,40.461
330044,41.287
396044,40.967
462044,40.496
528044,41.234
594044,41.247
660044,41.053
726044,40.725
792044,41.067
858044,41.86
924044,41.598
990044,41.34
1056044,41.58
1122044,41.263
1188044,41.738
1254044,41.329
1320044,41.073
1386044,41.257
1452044,40.845
1518044,41.652
1584044,41.573
1650044,41.13
1716044,41.842
1782044,41.477
1848044,41.374
1914044,41.253
1980044,41.612
2046044,41.814
2112044,41.876
2178044,42.221
2244044,41.445
2310044,42.091
2376044,42.01
2442044,41.525
2508044,42.01
2574044,41.69
2640044,41.835
2706044,41.825
2772044,42.729
2838044,41.945
2904044,41.87
2970044,42.551
3036044,41.584
3102044,42.614
3168044,41.695
3234044,42.004
3300044,41.979
3366044,41.715
3432044,41.666
3498044,41.589
3564044,41.814
3630044,41.966
3696044,42.078
3762044,42.491
3828044,42.331
3894044,42.241
3960044,42.56
4026044,41.993
4092044,41.516
4158044,41.808
4224044,41.916
4290044,42.208
4356044,41.896
4422044,42.721
4488044,41.665
4554044,42.283
4620044,41.711
4686044,42.779
4752044,42.512
4818044,41.952
4884044,42.033
4950044,42.219
5016044,42.56
5082044,42.107
5148044,42.732
5214044,42.325
5280044,42.427
5346044,41.612
5412044,42.574
5478044,42.222
5544044,41.882
5610044,42.547
5676044,42.663
5742044,42.288
5808044,42.586
5874044,41.968
5940044,41.757
6006044,42.302
6072044,42.356
6138044,42.443
6204044,42.102
6270044,42.292
6336044,41.837
6402044,41.933
6468044,42.427
6534044,42.721
