timestep,reward
44,40.672
66044,40.942
132044,41.197
198044,40.913
264044,41.339
330044,41.564
396044,41.544
462044,41.296
528044,41.824
594044,42.344
660044,42.205
726044,42.162
792044,42.237
858044,43.025
924044,42.649
990044,42.469
1056044,42.744
1122044,42.695
1188044,42.862
1254044,42.559
1320044,42.435
1386044,42.226
1452044,41.553
1518044,43.05
1584044,42.241
1650044,42.164
1716044,43.072
1782044,42.643
1848044,42.829
1914044,42.418
1980044,42.773
2046044,43.193
2112044,42.732
2178044,42.994
2244044,42.735
2310044,43.11
2376044,42.87
2442044,42.678
2508044,42.46
2574044,42.622
2640044,42.737
2706044,42.727
2772044,43.348
2838044,43.092
2904044,42.799
2970044,43.072
3036044,42.992
3102044,43.194
3168044,42.969
3234044,42.842
3300044,42.559
3366044,42.941
3432044,42.481
3498044,42.667
3564044,42.469
3630044,42.947
3696044,43.014
3762044,42.934
3828044,42.865
3894044,42.763
3960044,43.14
4026044,43.164
4092044,42.441
4158044,42.775
4224044,42.949
4290044,42.841
4356044,43.241
4422044,43.338
4488044,42.637
4554044,42.897
4620044,42.698
4686044,43.374
4752044,43.615
4818044,42.854
4884044,42.603
4950044,42.681
5016044,43.328
5082044,42.976
5148044,42.977
5214044,42.984
5280044,42.832
5346044,42.156
5412044,43.781
5478044,42.651
5544044,42.233
5610044,43.561
5676044,43.627
5742044,42.547
5808044,43.172
5874044,43.131
5940044,43.019
6006044,43.74
6072044,43.42
6138044,43.174
6204044,43.331
6270044,43.211
6336044,42.889
6402044,42.823
6468044,43.834
6534044,43.525
