timestep,reward
44,41.236
66044,40.743
132044,40.53
198044,40.463
264044,40.524
330044,41.251
396044,40.591
462044,40.347
528044,40.88
594044,41.052
660044,41.316
726044,41.003
792044,41.205
858044,41.594
924044,41.253
990044,41.572
1056044,41.691
1122044,41.202
1188044,41.712
1254044,41.234
1320044,41.236
1386044,41.092
1452044,40.549
1518044,41.477
1584044,41.352
1650044,40.583
1716044,41.504
1782044,41.45
1848044,41.329
1914044,41.098
1980044,41.792
2046044,41.974
2112044,41.352
2178044,41.795
2244044,41.406
2310044,41.417
2376044,41.376
2442044,41.031
2508044,41.736
2574044,41.129
2640044,41.578
2706044,41.311
2772044,42.044
2838044,41.939
2904044,41.769
2970044,41.541
3036044,41.236
3102044,41.892
3168044,41.225
3234044,41.758
3300044,41.055
3366044,41.397
3432044,41.672
3498044,41.526
3564044,41.434
3630044,41.914
3696044,42.129
3762044,42.103
3828044,41.762
3894044,41.549
3960044,41.933
4026044,41.91
4092044,41.307
4158044,41.489
4224044,41.362
4290044,41.794
4356044,41.607
4422044,41.89
4488044,41.228
4554044,41.868
4620044,41.214
4686044,42.527
4752044,42.23
4818044,41.974
4884044,41.28
4950044,41.19
5016044,41.753
5082044,41.684
5148044,42.357
5214044,41.371
5280044,41.893
5346044,41.425
5412044,41.871
5478044,41.621
5544044,41.553
5610044,42.168
5676044,42.143
5742044,41.276
5808044,42.246
5874044,41.696
5940044,41.531
6006044,41.831
6072044,42.28
6138044,42.372
6204044,42.182
6270044,42.159
6336044,41.609
6402044,41.556
6468044,41.9
6534044,42.564
