timestep,reward
44,0.535
66044,0.53
132044,0.518
198044,0.519
264044,0.518
330044,0.559
396044,0.521
462044,0.49
528044,0.546
594044,0.541
660044,0.52
726044,0.546
792044,0.537
858044,0.535
924044,0.567
990044,0.561
1056044,0.541
1122044,0.545
1188044,0.543
1254044,0.535
1320044,0.543
1386044,0.554
1452044,0.528
1518044,0.552
1584044,0.534
1650044,0.517
1716044,0.562
1782044,0.539
1848044,0.561
1914044,0.529
1980044,0.542
2046044,0.566
2112044,0.554
2178044,0.559
2244044,0.541
2310044,0.527
2376044,0.53
2442044,0.558
2508044,0.553
2574044,0.55
2640044,0.547
2706044,0.568
2772044,0.579
2838044,0.56
2904044,0.579
2970044,0.549
3036044,0.548
3102044,0.567
3168044,0.54
3234044,0.578
3300044,0.561
3366044,0.534
3432044,0.525
3498044,0.55
3564044,0.527
3630044,0.554
3696044,0.572
3762044,0.543
3828044,0.546
3894044,0.539
3960044,0.56
4026044,0.564
4092044,0.531
4158044,0.572
4224044,0.55
4290044,0.543
4356044,0.546
4422044,0.562
4488044,0.527
4554044,0.551
4620044,0.568
4686044,0.572
4752044,0.575
4818044,0.573
4884044,0.555
4950044,0.524
5016044,0.564
5082044,0.526
5148044,0.561
5214044,0.552
5280044,0.542
5346044,0.528
5412044,0.559
5478044,0.513
5544044,0.547
5610044,0.557
5676044,0.56
5742044,0.515
5808044,0.534
5874044,0.538
5940044,0.527
6006044,0.522
6072044,0.531
6138044,0.568
6204044,0.531
6270044,0.563
6336044,0.541
6402044,0.554
6468044,0.534
6534044,0.568
