timestep,reward
44,40.912
66044,40.806
132044,40.795
198044,40.434
264044,40.246
330044,41.418
396044,40.835
462044,40.457
528044,41.044
594044,41.346
660044,40.838
726044,41.036
792044,41.033
858044,41.321
924044,41.417
990044,41.359
1056044,41.384
1122044,41.082
1188044,41.462
1254044,41.044
1320044,41.325
1386044,41.02
1452044,40.691
1518044,41.483
1584044,41.282
1650044,41.009
1716044,41.71
1782044,41.418
1848044,41.155
1914044,40.965
1980044,41.377
2046044,42.07
2112044,41.314
2178044,41.874
2244044,41.386
2310044,41.839
2376044,41.522
2442044,41.0
2508044,41.387
2574044,40.842
2640044,41.257
2706044,41.413
2772044,42.392
2838044,41.88
2904044,41.786
2970044,41.44
3036044,41.542
3102044,41.823
3168044,41.606
3234044,41.298
3300044,41.552
3366044,41.286
3432044,41.115
3498044,41.161
3564044,41.221
3630044,42.231
3696044,41.749
3762044,41.862
3828044,42.182
3894044,41.743
3960044,42.048
4026044,41.62
4092044,40.984
4158044,41.852
4224044,41.341
4290044,41.741
4356044,41.796
4422044,41.994
4488044,41.395
4554044,41.795
4620044,41.596
4686044,42.532
4752044,42.408
4818044,41.694
4884044,41.444
4950044,41.153
5016044,42.518
5082044,41.807
5148044,42.328
5214044,41.634
5280044,41.659
5346044,40.775
5412044,41.855
5478044,41.722
5544044,41.356
5610044,42.359
5676044,42.504
5742044,41.487
5808044,41.9
5874044,41.203
5940044,41.742
6006044,41.993
6072044,41.591
6138044,41.986
6204044,41.728
6270044,41.892
6336044,42.007
6402044,41.631
6468044,41.967
6534044,41.818
