timestep,reward
44,0.535
66044,0.534
132044,0.528
198044,0.502
264044,0.519
330044,0.566
396044,0.524
462044,0.531
528044,0.546
594044,0.538
660044,0.543
726044,0.526
792044,0.533
858044,0.546
924044,0.547
990044,0.553
1056044,0.543
1122044,0.541
1188044,0.543
1254044,0.531
1320044,0.538
1386044,0.546
1452044,0.522
1518044,0.529
1584044,0.542
1650044,0.515
1716044,0.551
1782044,0.569
1848044,0.548
1914044,0.527
1980044,0.55
2046044,0.555
2112044,0.529
2178044,0.56
2244044,0.529
2310044,0.532
2376044,0.546
2442044,0.536
2508044,0.543
2574044,0.539
2640044,0.573
2706044,0.527
2772044,0.566
2838044,0.552
2904044,0.549
2970044,0.543
3036044,0.557
3102044,0.564
3168044,0.538
3234044,0.538
3300044,0.564
3366044,0.549
3432044,0.556
3498044,0.536
3564044,0.556
3630044,0.538
3696044,0.549
3762044,0.541
3828044,0.557
3894044,0.56
3960044,0.573
4026044,0.571
4092044,0.518
4158044,0.548
4224044,0.556
4290044,0.532
4356044,0.555
4422044,0.549
4488044,0.555
4554044,0.591
4620044,0.53
4686044,0.571
4752044,0.591
4818044,0.565
4884044,0.551
4950044,0.563
5016044,0.576
5082044,0.556
5148044,0.591
5214044,0.535
5280044,0.558
5346044,0.542
5412044,0.566
5478044,0.553
5544044,0.531
5610044,0.555
5676044,0.565
5742044,0.559
5808044,0.576
5874044,0.541
5940044,0.553
6006044,0.562
6072044,0.551
6138044,0.567
6204044,0.573
6270044,0.565
6336044,0.567
6402044,0.543
6468044,0.551
6534044,0.542
