timestep,reward
44,40.672
66044,41.202
132044,40.587
198044,40.715
264044,40.795
330044,41.133
396044,40.541
462044,40.195
528044,41.062
594044,41.201
660044,41.344
726044,41.21
792044,41.161
858044,42.283
924044,41.298
990044,41.613
1056044,42.089
1122044,41.576
1188044,41.608
1254044,41.363
1320044,41.669
1386044,41.495
1452044,40.898
1518044,42.326
1584044,41.576
1650044,41.686
1716044,42.174
1782044,41.968
1848044,41.755
1914044,41.915
1980044,42.23
2046044,42.371
2112044,42.179
2178044,42.535
2244044,42.224
2310044,41.943
2376044,42.016
2442044,42.452
2508044,42.169
2574044,42.284
2640044,42.329
2706044,42.147
2772044,42.938
2838044,42.329
2904044,42.153
2970044,42.257
3036044,41.617
3102044,42.764
3168044,42.188
3234044,42.317
3300044,42.224
3366044,42.11
3432044,41.661
3498044,42.182
3564044,41.948
3630044,42.052
3696044,42.78
3762044,42.558
3828044,42.26
3894044,42.283
3960044,42.031
4026044,41.839
4092044,41.737
4158044,42.07
4224044,41.931
4290044,42.349
4356044,41.916
4422044,42.52
4488044,41.723
4554044,42.196
4620044,41.835
4686044,42.845
4752044,43.229
4818044,42.163
4884044,42.169
4950044,42.107
5016044,42.543
5082044,42.127
5148044,42.839
5214044,42.134
5280044,42.291
5346044,42.037
5412044,42.688
5478044,42.175
5544044,42.068
5610044,42.573
5676044,42.809
5742044,41.791
5808044,42.388
5874044,42.227
5940044,42.21
6006044,42.496
6072044,42.485
6138044,42.813
6204044,43.002
6270044,42.443
6336044,41.946
6402044,42.414
6468044,42.689
6534044,42.848
