timestep,reward
44,0.535
66044,0.506
132044,0.525
198044,0.52
264044,0.508
330044,0.554
396044,0.535
462044,0.531
528044,0.523
594044,0.528
660044,0.527
726044,0.534
792044,0.545
858044,0.55
924044,0.551
990044,0.515
1056044,0.553
1122044,0.515
1188044,0.568
1254044,0.52
1320044,0.523
1386044,0.546
1452044,0.527
1518044,0.544
1584044,0.547
1650044,0.51
1716044,0.56
1782044,0.546
1848044,0.544
1914044,0.511
1980044,0.548
2046044,0.565
2112044,0.556
2178044,0.555
2244044,0.523
2310044,0.527
2376044,0.527
2442044,0.535
2508044,0.554
2574044,0.54
2640044,0.533
2706044,0.529
2772044,0.53
2838044,0.528
2904044,0.571
2970044,0.568
3036044,0.549
3102044,0.601
3168044,0.534
3234044,0.559
3300044,0.549
3366044,0.541
3432044,0.544
3498044,0.563
3564044,0.546
3630044,0.526
3696044,0.542
3762044,0.572
3828044,0.537
3894044,0.531
3960044,0.555
4026044,0.568
4092044,0.55
4158044,0.548
4224044,0.562
4290044,0.54
4356044,0.569
4422044,0.533
4488044,0.534
4554044,0.552
4620044,0.528
4686044,0.571
4752044,0.585
4818044,0.546
4884044,0.538
4950044,0.543
5016044,0.545
5082044,0.545
5148044,0.577
5214044,0.536
5280044,0.535
5346044,0.528
5412044,0.544
5478044,0.531
5544044,0.518
5610044,0.537
5676044,0.581
5742044,0.528
5808044,0.544
5874044,0.539
5940044,0.544
6006044,0.547
6072044,0.555
6138044,0.561
6204044,0.554
6270044,0.541
6336044,0.543
6402044,0.548
6468044,0.529
6534044,0.56
