timestep,reward
44,40.912
66044,40.951
132044,41.135
198044,40.49
264044,40.401
330044,41.193
396044,40.84
462044,40.472
528044,41.204
594044,41.003
660044,40.991
726044,40.981
792044,40.969
858044,41.509
924044,41.027
990044,41.293
1056044,41.519
1122044,41.33
1188044,41.464
1254044,41.01
1320044,41.105
1386044,40.975
1452044,40.313
1518044,40.97
1584044,40.958
1650044,40.993
1716044,41.584
1782044,41.402
1848044,41.05
1914044,41.021
1980044,41.179
2046044,42.017
2112044,41.667
2178044,41.71
2244044,41.159
2310044,41.241
2376044,41.593
2442044,41.488
2508044,41.655
2574044,41.426
2640044,41.312
2706044,41.753
2772044,42.058
2838044,41.806
2904044,41.458
2970044,41.738
3036044,41.698
3102044,42.503
3168044,41.742
3234044,41.66
3300044,41.671
3366044,41.312
3432044,41.377
3498044,41.608
3564044,41.366
3630044,41.854
3696044,41.635
3762044,41.897
3828044,41.824
3894044,41.541
3960044,42.327
4026044,42.054
4092044,41.188
4158044,41.919
4224044,41.161
4290044,41.618
4356044,41.649
4422044,42.121
4488044,41.581
4554044,41.882
4620044,41.522
4686044,42.254
4752044,42.503
4818044,42.471
4884044,41.617
4950044,41.651
5016044,41.734
5082044,41.408
5148044,42.51
5214044,41.565
5280044,41.679
5346044,41.121
5412044,41.906
5478044,41.474
5544044,41.584
5610044,42.572
5676044,42.529
5742044,41.623
5808044,42.081
5874044,41.8
5940044,41.804
6006044,42.069
6072044,41.904
6138044,42.169
6204044,42.235
6270044,42.099
6336044,41.817
6402044,41.451
6468044,42.335
6534044,42.145
