timestep,reward
44,0.535
66044,0.531
132044,0.541
198044,0.532
264044,0.509
330044,0.523
396044,0.529
462044,0.51
528044,0.507
594044,0.518
660044,0.512
726044,0.514
792044,0.524
858044,0.544
924044,0.536
990044,0.534
1056044,0.547
1122044,0.545
1188044,0.534
1254044,0.521
1320044,0.535
1386044,0.522
1452044,0.521
1518044,0.529
1584044,0.529
1650044,0.507
1716044,0.543
1782044,0.562
1848044,0.529
1914044,0.523
1980044,0.538
2046044,0.571
2112044,0.549
2178044,0.531
2244044,0.518
2310044,0.547
2376044,0.55
2442044,0.536
2508044,0.546
2574044,0.52
2640044,0.532
2706044,0.538
2772044,0.559
2838044,0.522
2904044,0.545
2970044,0.535
3036044,0.557
3102044,0.557
3168044,0.532
3234044,0.532
3300044,0.54
3366044,0.558
3432044,0.542
3498044,0.55
3564044,0.522
3630044,0.542
3696044,0.563
3762044,0.534
3828044,0.552
3894044,0.532
3960044,0.542
4026044,0.527
4092044,0.509
4158044,0.523
4224044,0.538
4290044,0.521
4356044,0.548
4422044,0.535
4488044,0.516
4554044,0.549
4620044,0.528
4686044,0.565
4752044,0.575
4818044,0.55
4884044,0.533
4950044,0.552
5016044,0.549
5082044,0.537
5148044,0.548
5214044,0.523
5280044,0.547
5346044,0.537
5412044,0.524
5478044,0.505
5544044,0.52
5610044,0.544
5676044,0.564
5742044,0.533
5808044,0.561
5874044,0.532
5940044,0.539
6006044,0.537
6072044,0.55
6138044,0.568
6204044,0.548
6270044,0.55
6336044,0.519
6402044,0.521
6468044,0.527
6534044,0.553
