timestep,reward
44,0.526
66044,0.504
132044,0.523
198044,0.498
264044,0.509
330044,0.544
396044,0.513
462044,0.498
528044,0.521
594044,0.523
660044,0.511
726044,0.505
792044,0.509
858044,0.523
924044,0.529
990044,0.534
1056044,0.521
1122044,0.522
1188044,0.534
1254044,0.531
1320044,0.515
1386044,0.51
1452044,0.504
1518044,0.53
1584044,0.535
1650044,0.504
1716044,0.561
1782044,0.529
1848044,0.54
1914044,0.507
1980044,0.529
2046044,0.538
2112044,0.506
2178044,0.545
2244044,0.51
2310044,0.547
2376044,0.54
2442044,0.539
2508044,0.538
2574044,0.533
2640044,0.525
2706044,0.516
2772044,0.559
2838044,0.526
2904044,0.548
2970044,0.517
3036044,0.528
3102044,0.541
3168044,0.519
3234044,0.518
3300044,0.529
3366044,0.523
3432044,0.506
3498044,0.518
3564044,0.514
3630044,0.532
3696044,0.52
3762044,0.518
3828044,0.534
3894044,0.521
3960044,0.545
4026044,0.546
4092044,0.529
4158044,0.526
4224044,0.527
4290044,0.539
4356044,0.544
4422044,0.532
4488044,0.516
4554044,0.52
4620044,0.512
4686044,0.554
4752044,0.568
4818044,0.536
4884044,0.521
4950044,0.546
5016044,0.531
5082044,0.519
5148044,0.552
5214044,0.532
5280044,0.523
5346044,0.505
5412044,0.544
5478044,0.521
5544044,0.523
5610044,0.532
5676044,0.548
5742044,0.519
5808044,0.502
5874044,0.54
5940044,0.522
6006044,0.532
6072044,0.543
6138044,0.55
6204044,0.521
6270044,0.542
6336044,0.522
6402044,0.507
6468044,0.535
6534044,0.534
